Manufacturer,Model,Year,Category,Mileage,FuelType,EngineVolume,DriveWheels,GearBox,Doors,Wheel,Color,LeatherInterior,Price,Clearance
OPEL,Combo,2007,Goods wagon,236000.0,Diesel,1.7,Front,Manual,4/5,Left wheel,Beige,False,2800,False
TOYOTA,Prius,2012,Hatchback,186000.0,Hybrid,1.8,Front,Automatic,4/5,Left wheel,Silver,False,5800,False
TOYOTA,Camry,2014,Sedan,120000.0,Petrol,2.5,Front,Tiptronic,4/5,Left wheel,Grey,False,5800,False
SUBARU,Forester,2004,Jeep,280000.0,CNG,2.5,4x4,Automatic,4/5,Left wheel,Silver,True,2700,True
FORD,Escape,2009,Jeep,240000.0,Hybrid,2.5,Front,Automatic,4/5,Left wheel,White,False,4300,False
HONDA,FIT,2003,Hatchback,230000.0,Petrol,1.3,Front,Variator,4/5,Right-hand drive,Silver,False,2342,True
HYUNDAI,Sonata,2011,Sedan,128000.0,Hybrid,2.4,Front,Tiptronic,4/5,Left wheel,Red,False,6600,True
BMW,330,2002,Sedan,260000.0,Petrol,3.0,Rear,Tiptronic,4/5,Left wheel,Black,True,2500,True
FORD,Focus,2015,Hatchback,217600.0,Petrol,2.0,Front,Automatic,4/5,Left wheel,White,False,4200,False
NISSAN,Tiida,2004,Hatchback,147000.0,Petrol,1.5,4x4,Automatic,4/5,Left wheel,Grey,False,3300,True
BMW,X5,2003,Jeep,18900.0,LPG,3.0,Front,Tiptronic,4/5,Left wheel,Grey,True,4300,True
HONDA,Stream,2003,Minivan,180000.0,Petrol,2.0,Front,Tiptronic,>5,Right-hand drive,Black,False,2550,True
MERCEDES-BENZ,ML 350 4 MATIC,2014,Jeep,107329.0,Petrol,3.5,4x4,Tiptronic,4/5,Left wheel,Grey,True,19200,True
TOYOTA,Prius,2008,Hatchback,240000.0,Hybrid,1.5,Front,Automatic,4/5,Left wheel,White,False,2000,True
MERCEDES-BENZ,ML 350 4 MATIC,2012,Jeep,144000.0,Petrol,3.5,4x4,Tiptronic,4/5,Left wheel,Grey,True,16200,True
MERCEDES-BENZ,B 170 Edition One,2007,Hatchback,221700.0,Petrol,1.7,Front,Tiptronic,4/5,Left wheel,White,True,4000,True
FIAT,500 Sport,2012,Coupe,89000.0,Petrol,1.4,Front,Tiptronic,2/3,Left wheel,Red,True,4500,True
HYUNDAI,Sonata SE LIMITED,2012,Sedan,147000.0,Hybrid,2.4,Front,Tiptronic,4/5,Left wheel,Blue,True,4400,False
BMW,550 M Packet,2011,Sedan,132000.0,Petrol,4.4,Rear,Tiptronic,4/5,Left wheel,Grey,True,11300,True
TOYOTA,Prius,2010,Hatchback,169000.0,Hybrid,1.8,Front,Automatic,4/5,Left wheel,Silver,False,4500,False
MERCEDES-BENZ,240,2001,Sedan,181230.0,Petrol,2.4,Rear,Tiptronic,4/5,Left wheel,Blue,False,3350,True
TOYOTA,RAV 4,2008,Jeep,210000.0,Diesel,2.2,4x4,Manual,4/5,Left wheel,Silver,True,8300,True
FORD,Transit Tourneo,2012,Microbus,125000.0,Diesel,2.2,Front,Manual,4/5,Left wheel,White,False,6500,True
TOYOTA,Prius,2008,Hatchback,205000.0,Hybrid,1.5,Front,Automatic,4/5,Left wheel,Green,False,2800,False
LINCOLN,MKZ hybrid,2015,Sedan,137666.0,Hybrid,2.0,Front,Tiptronic,4/5,Left wheel,Grey,True,5000,False
TOYOTA,Prius,2010,Hatchback,198000.0,Hybrid,1.8,Front,Automatic,4/5,Left wheel,Black,False,3800,False
HONDA,FIT,2013,Hatchback,130000.0,Hybrid,1.3,Front,Variator,4/5,Right-hand drive,White,False,3800,True
TOYOTA,Prius V,2012,Universal,198000.0,Hybrid,1.8,Front,Automatic,4/5,Left wheel,White,True,6900,False
TOYOTA,Prius,2015,Hatchback,159000.0,Hybrid,1.8,Front,Automatic,4/5,Left wheel,White,False,7100,False
MERCEDES-BENZ,GLK 320,2009,Jeep,165000.0,Diesel,3.0,4x4,Automatic,4/5,Left wheel,Black,True,11500,False
BMW,X6,2015,Jeep,113928.0,Petrol,3.0,4x4,Automatic,4/5,Left wheel,Black,True,6800,False
BMW,X6,2010,Jeep,115358.0,Petrol,4.4,4x4,Automatic,4/5,Left wheel,Black,True,2150,False
LEXUS,IS 250,2007,Sedan,256899.0,Petrol,2.5,4x4,Automatic,4/5,Left wheel,Grey,True,1100,False
LEXUS,IS 250,2014,Sedan,66131.0,Petrol,2.5,4x4,Automatic,4/5,Left wheel,Grey,True,3600,False
LEXUS,IS 250,2015,Sedan,179355.0,Petrol,2.5,Rear,Automatic,4/5,Left wheel,Grey,True,5200,False
LEXUS,IS 250,2015,Sedan,143501.0,Petrol,2.5,Rear,Automatic,4/5,Left wheel,Grey,True,2100,False
LEXUS,IS 250,2012,Sedan,254755.0,Petrol,2.5,Rear,Automatic,4/5,Left wheel,White,True,1750,False
LEXUS,IS 250,2009,Sedan,154102.0,Petrol,2.5,Rear,Automatic,4/5,Left wheel,White,True,2000,False
LEXUS,IS 250,2013,Sedan,90430.0,Petrol,2.5,Rear,Automatic,4/5,Left wheel,White,True,1400,False
LEXUS,GS 450,2013,Sedan,73832.0,Hybrid,3.5,Rear,Automatic,4/5,Left wheel,White,True,3000,False
LEXUS,GS 350,2014,Sedan,168154.0,Petrol,3.5,Rear,Automatic,4/5,Left wheel,White,True,2750,False
LEXUS,GS 350,2014,Sedan,91523.0,Petrol,3.5,Rear,Automatic,4/5,Left wheel,Black,True,7600,False
LEXUS,GS 350,2008,Sedan,136410.0,Petrol,3.5,Rear,Automatic,4/5,Left wheel,Black,True,2700,False
LEXUS,GS 350,2015,Sedan,93773.0,Petrol,3.5,Rear,Automatic,4/5,Left wheel,Grey,True,7700,False
LEXUS,GS 460,2010,Sedan,120424.0,Petrol,4.6,Rear,Automatic,4/5,Left wheel,Blue,True,1650,False
LEXUS,GS 350,2014,Sedan,216227.0,Petrol,3.5,Rear,Automatic,4/5,Left wheel,Black,True,5700,False
LEXUS,GS 350,2015,Sedan,60480.0,Petrol,3.5,4x4,Automatic,4/5,Left wheel,Grey,True,4100,False
LEXUS,GS 350,2013,Sedan,128842.0,Petrol,3.5,Rear,Automatic,4/5,Left wheel,Black,True,2750,False
LEXUS,GS 350,2013,Sedan,128842.0,Petrol,3.5,Rear,Automatic,4/5,Left wheel,Black,True,2750,False
LEXUS,GX 470,2007,Jeep,196981.0,Petrol,4.7,4x4,Automatic,4/5,Left wheel,Silver,True,3050,False
LEXUS,GX 470,2006,Jeep,320034.0,Petrol,4.7,4x4,Automatic,4/5,Left wheel,Black,True,2000,False
LEXUS,GX 470,2007,Jeep,321040.0,Petrol,4.7,4x4,Automatic,4/5,Left wheel,Grey,True,5100,False
LEXUS,GX 470,2009,Jeep,175202.0,Petrol,4.7,4x4,Automatic,4/5,Left wheel,Black,True,3700,False
LEXUS,RX 450,2015,Jeep,137674.0,Hybrid,3.5,Front,Automatic,4/5,Left wheel,White,True,5200,False
LEXUS,RX 450,2015,Jeep,76182.0,Hybrid,3.5,Front,Automatic,4/5,Left wheel,White,True,10200,False
LEXUS,RX 450,2010,Jeep,258416.0,Hybrid,3.5,Front,Automatic,4/5,Left wheel,Grey,True,1500,False
LEXUS,RX 450,2013,Jeep,114048.0,Hybrid,3.5,4x4,Automatic,4/5,Left wheel,White,True,1550,False
LEXUS,RX 450,2015,Jeep,122568.0,Hybrid,3.5,Front,Automatic,4/5,Left wheel,Grey,True,1150,False
LEXUS,RX 450,2015,Jeep,70397.0,Hybrid,3.5,4x4,Automatic,4/5,Left wheel,Grey,True,1000,False
LEXUS,RX 450,2015,Jeep,141742.0,Hybrid,3.5,4x4,Automatic,4/5,Left wheel,Silver,True,1500,False
LEXUS,RX 450,2010,Jeep,173944.0,Hybrid,3.5,4x4,Automatic,4/5,Left wheel,White,True,1700,False
LEXUS,LX 570,2015,Jeep,149099.0,Petrol,5.7,4x4,Automatic,4/5,Left wheel,Silver,True,10200,False
LEXUS,LX 570,2016,Jeep,58160.0,Petrol,5.7,4x4,Automatic,4/5,Left wheel,White,True,20100,False
LEXUS,LX 570,2014,Jeep,189826.0,Petrol,5.7,4x4,Automatic,4/5,Left wheel,Red,True,11300,False
TOYOTA,4Runner,2012,Jeep,129152.0,Petrol,4.0,4x4,Automatic,4/5,Left wheel,White,True,7200,False
TOYOTA,4Runner,2018,Jeep,42466.0,Petrol,4.0,4x4,Automatic,4/5,Left wheel,Black,True,11400,False
TOYOTA,4Runner,2013,Jeep,157149.0,Petrol,4.0,4x4,Automatic,4/5,Left wheel,Grey,True,2700,False
TOYOTA,4Runner,2018,Jeep,24410.0,Petrol,4.0,4x4,Automatic,4/5,Left wheel,Grey,True,13000,False
TOYOTA,4Runner,2018,Jeep,18370.0,Petrol,4.0,4x4,Automatic,4/5,Left wheel,Grey,True,12200,False
TOYOTA,4Runner,2017,Jeep,52768.0,Petrol,4.0,4x4,Automatic,4/5,Left wheel,Black,True,32000,False
TOYOTA,4Runner,2015,Jeep,141408.0,Petrol,4.0,4x4,Automatic,4/5,Left wheel,White,True,2550,False
TOYOTA,4Runner,2015,Jeep,97781.0,Petrol,4.0,4x4,Automatic,4/5,Left wheel,White,True,4100,False
TOYOTA,4Runner,2019,Jeep,19277.0,Petrol,4.0,4x4,Automatic,4/5,Left wheel,White,True,5100,False
TOYOTA,4Runner,2017,Jeep,55832.0,Petrol,4.0,4x4,Automatic,4/5,Left wheel,Grey,True,4050,False
TOYOTA,RAV 4,2017,Jeep,56893.0,Petrol,2.5,Front,Automatic,4/5,Left wheel,Red,True,5700,False
TOYOTA,RAV 4,2013,Jeep,115544.0,Petrol,2.5,4x4,Automatic,4/5,Left wheel,Red,True,1000,False
TOYOTA,RAV 4,2013,Jeep,162395.0,Petrol,2.5,Front,Automatic,4/5,Left wheel,Grey,True,5900,False
TOYOTA,RAV 4,2019,Jeep,11360.0,Petrol,2.5,Front,Automatic,4/5,Left wheel,Red,True,4050,False
TOYOTA,RAV 4,2019,Jeep,26562.0,Petrol,2.5,4x4,Automatic,4/5,Left wheel,Silver,True,5200,False
TOYOTA,RAV 4,2014,Jeep,83006.0,Petrol,2.5,4x4,Automatic,4/5,Left wheel,Blue,True,1350,False
TOYOTA,RAV 4,2017,Jeep,87046.0,Petrol,2.5,Front,Automatic,4/5,Left wheel,Grey,True,1900,False
TOYOTA,RAV 4,2018,Jeep,39238.0,Petrol,2.5,Front,Automatic,4/5,Left wheel,Grey,True,2900,False
TOYOTA,RAV 4,2017,Jeep,52085.0,Hybrid,2.5,4x4,Automatic,4/5,Left wheel,Silver,True,9000,False
TOYOTA,RAV 4,2012,Jeep,77979.0,Petrol,2.5,4x4,Automatic,4/5,Left wheel,Red,True,3100,False
TOYOTA,RAV 4,2012,Jeep,107178.0,Petrol,2.5,Front,Automatic,4/5,Left wheel,Silver,True,1050,False
TOYOTA,RAV 4,2012,Jeep,167142.0,Petrol,2.5,4x4,Automatic,4/5,Left wheel,Brown,True,3250,False
TOYOTA,RAV 4,2012,Jeep,146906.0,Petrol,2.5,Front,Automatic,4/5,Left wheel,White,True,3000,False
TOYOTA,RAV 4,2012,Jeep,93678.0,Petrol,2.5,4x4,Automatic,4/5,Left wheel,Blue,True,2550,False
TOYOTA,Camry,2015,Sedan,43928.0,Hybrid,2.5,Front,Automatic,4/5,Left wheel,Red,True,3300,False
TOYOTA,Camry,2013,Sedan,225510.0,Hybrid,2.5,Front,Automatic,4/5,Left wheel,White,True,1800,False
TOYOTA,Camry,2012,Sedan,156518.0,Hybrid,2.5,Front,Automatic,4/5,Left wheel,White,True,1150,False
TOYOTA,Camry,2015,Sedan,89600.0,Hybrid,2.5,Rear,Automatic,4/5,Left wheel,White,True,14700,True
TOYOTA,Camry,2012,Sedan,153930.0,Hybrid,2.5,Front,Automatic,4/5,Left wheel,White,True,1250,False
TOYOTA,Camry,2014,Sedan,115312.0,Hybrid,2.5,Front,Automatic,4/5,Left wheel,Grey,True,1650,False
TOYOTA,Camry,2014,Sedan,179381.0,Hybrid,2.5,Front,Automatic,4/5,Left wheel,Black,True,3550,False
NISSAN,X-Trail,2003,Jeep,142000.0,LPG,2.0,4x4,Manual,4/5,Right-hand drive,Blue,True,3500,True
MERCEDES-BENZ,Sprinter,2016,Microbus,293587.0,Diesel,3.0,Rear,Automatic,4/5,Left wheel,Black,True,16900,False
JEEP,Wrangler,2010,Jeep,1000.0,Petrol,3.8,4x4,Automatic,4/5,Left wheel,Silver,False,6000,False
HYUNDAI,Elantra,2014,Sedan,99000.0,Petrol,1.8,Front,Tiptronic,4/5,Left wheel,Silver,False,5800,False
MERCEDES-BENZ,Sprinter,2014,Microbus,168186.0,Diesel,3.0,Rear,Automatic,4/5,Left wheel,White,True,5100,False
MERCEDES-BENZ,E 350,2010,Sedan,18000.0,Petrol,3.5,Rear,Tiptronic,4/5,Left wheel,Black,True,9500,True
MERCEDES-BENZ,Sprinter,2013,Microbus,130205.0,Diesel,3.0,Rear,Automatic,4/5,Left wheel,White,True,1350,False
MERCEDES-BENZ,Sprinter,2016,Microbus,281181.0,Diesel,3.0,Rear,Automatic,4/5,Left wheel,Silver,True,11200,False
TOYOTA,Aqua,2012,Hatchback,120000.0,Hybrid,1.5,Front,Automatic,4/5,Right-hand drive,White,False,4100,True
BMW,318,2001,Sedan,240000.0,Petrol,1.9,Rear,Manual,4/5,Left wheel,Silver,True,2600,True
TOYOTA,Camry,2013,Sedan,200000.0,LPG,2.5,Front,Tiptronic,4/5,Left wheel,White,True,6000,False
INFINITI,G35,2004,Coupe,111111.0,Petrol,3.5,Rear,Manual,2/3,Left wheel,Green,True,4650,True
HYUNDAI,Sonata,2011,Sedan,168000.0,Petrol,2.4,Front,Automatic,4/5,Left wheel,Black,False,5200,True
MERCEDES-BENZ,Sprinter,2016,Microbus,469765.0,Diesel,2.1,Rear,Automatic,4/5,Left wheel,White,True,10000,False
MERCEDES-BENZ,Sprinter,2015,Microbus,253266.0,Diesel,3.0,Rear,Automatic,4/5,Left wheel,White,True,1250,False
MERCEDES-BENZ,Sprinter,2015,Microbus,175872.0,Diesel,2.1,Rear,Automatic,4/5,Left wheel,White,True,1550,False
MERCEDES-BENZ,CL550 AMG,2007,Coupe,171000.0,Petrol,5.5,Rear,Automatic,2/3,Left wheel,Black,True,11300,True
KIA,Optima,2012,Sedan,166400.0,Petrol,2.0,Front,Automatic,4/5,Left wheel,White,False,6800,True
TOYOTA,Prius,2013,Hatchback,77000.0,Hybrid,1.8,Front,Automatic,4/5,Left wheel,Blue,False,6700,True
JEEP,Wrangler sport,2016,Jeep,70542.0,Petrol,3.6,4x4,Automatic,4/5,Left wheel,Grey,False,14000,False
BMW,750,2010,Sedan,170000.0,Petrol,4.4,Rear,Automatic,4/5,Left wheel,Black,True,12000,True
INFINITI,FX35,2007,Jeep,196800.0,LPG,3.5,4x4,Tiptronic,4/5,Left wheel,Black,True,6500,True
TOYOTA,Prius,2009,Sedan,160000.0,Hybrid,1.5,Front,Automatic,4/5,Left wheel,Grey,False,4500,True
MERCEDES-BENZ,C 180 კომპრესორი,2002,Sedan,226000.0,Petrol,1.8,Rear,Automatic,4/5,Left wheel,Silver,False,3600,True
MERCEDES-BENZ,Sprinter,2017,Microbus,34552.0,Diesel,3.0,Rear,Automatic,4/5,Left wheel,White,True,4300,False
MERCEDES-BENZ,Sprinter,2017,Microbus,22011.0,Diesel,3.0,Rear,Automatic,4/5,Left wheel,Beige,True,7100,False
MERCEDES-BENZ,Sprinter,2012,Microbus,44112.0,Diesel,3.0,Rear,Automatic,4/5,Left wheel,Blue,True,10100,False
HYUNDAI,Sonata,2011,Sedan,147200.0,Petrol,2.4,Front,Automatic,4/5,Left wheel,White,True,5500,True
MERCEDES-BENZ,Sprinter,2010,Microbus,190000.0,Petrol,2.7,Rear,Manual,2/3,Left wheel,White,False,12000,True
MERCEDES-BENZ,GLS 450 AMG,2018,Sedan,60744.0,Petrol,4.7,4x4,Automatic,4/5,Left wheel,White,True,9800,False
MERCEDES-BENZ,E 350,2014,Sedan,127256.0,Petrol,3.5,4x4,Automatic,4/5,Left wheel,Silver,True,1100,False
BMW,328,2009,Coupe,117000.0,Petrol,3.0,Rear,Tiptronic,2/3,Left wheel,Blue,True,6800,True
MERCEDES-BENZ,S 550,2010,Sedan,149434.0,Petrol,5.5,4x4,Automatic,4/5,Left wheel,Black,True,1050,False
VOLKSWAGEN,Passat  B-7 TDI,2012,Sedan,134400.0,Diesel,2.0,Front,Tiptronic,4/5,Left wheel,Grey,True,7500,False
TOYOTA,Camry XLE,2014,Sedan,84800.0,Hybrid,2.5,Front,Automatic,4/5,Left wheel,Black,True,10000,False
TOYOTA,Land Cruiser Prado,2018,Jeep,92000.0,Diesel,3.0,4x4,Tiptronic,4/5,Left wheel,Blue,True,38800,True
TOYOTA,Hiace,2010,Microbus,190000.0,Petrol,2.7,Rear,Manual,2/3,Left wheel,White,False,12000,True
HONDA,FIT,2003,Hatchback,180000.0,Petrol,1.3,Front,Variator,4/5,Right-hand drive,Black,False,2000,True
NISSAN,Qashqai,2008,Jeep,215000.0,Petrol,2.0,Front,Variator,4/5,Left wheel,Brown,True,6000,True
BMW,530,2007,Sedan,111111.0,Petrol,3.0,Rear,Tiptronic,4/5,Left wheel,Grey,True,5500,True
LAND ROVER,Range Rover,2012,Jeep,160000.0,Petrol,5.0,4x4,Tiptronic,4/5,Left wheel,Black,True,13500,True
LAND ROVER,Land Rover Sport,2008,Jeep,180000.0,Diesel,3.6,4x4,Tiptronic,4/5,Left wheel,Black,True,9800,True
CITROEN,DS 4,2011,Hatchback,128000.0,Petrol,1.6,Front,Automatic,4/5,Right-hand drive,Grey,True,6300,True
NISSAN,Pathfinder,2003,Jeep,232000.0,CNG,3.5,4x4,Automatic,4/5,Left wheel,White,False,3450,True
BMW,M5,2020,Sedan,3294.0,Petrol,4.4,4x4,Automatic,4/5,Left wheel,Grey,True,15200,False
LEXUS,CT 200h,2014,Hatchback,82000.0,Hybrid,1.8,Front,Tiptronic,4/5,Left wheel,White,True,11700,True
BMW,M5,2015,Sedan,71888.0,Petrol,4.4,Rear,Automatic,4/5,Left wheel,Black,True,18500,False
BMW,M5,2014,Sedan,113739.0,Petrol,4.4,Rear,Automatic,4/5,Left wheel,Black,True,5000,False
BMW,M5,2019,Sedan,11197.0,Petrol,4.4,4x4,Automatic,4/5,Left wheel,White,True,39250,False
BMW,M5,2014,Sedan,86197.0,Petrol,4.4,Rear,Automatic,4/5,Left wheel,Black,True,2900,False
BMW,X6,2011,Jeep,235677.0,Petrol,3.0,4x4,Automatic,4/5,Left wheel,Red,True,2250,False
RENAULT,Master,2003,Microbus,185000.0,Diesel,2.2,Front,Manual,4/5,Right-hand drive,Yellow,False,2400,True
BMW,X6,2013,Jeep,218518.0,Petrol,4.4,4x4,Automatic,4/5,Left wheel,White,True,1200,False
BMW,X6,2010,Jeep,257842.0,Petrol,3.0,4x4,Automatic,4/5,Left wheel,Silver,True,2050,False
TOYOTA,Prius,2010,Hatchback,360000.0,LPG,1.8,Front,Variator,4/5,Left wheel,Blue,True,5000,True
BMW,X6,2012,Jeep,123622.0,Petrol,4.4,4x4,Automatic,4/5,Left wheel,Silver,True,5900,False
MERCEDES-BENZ,C 220,2001,Sedan,250000.0,Diesel,2.2,Rear,Tiptronic,4/5,Left wheel,Blue,False,3300,True
BMW,X6,2009,Jeep,215178.0,Petrol,4.4,4x4,Automatic,4/5,Left wheel,Black,True,2650,False
HONDA,FIT,2005,Sedan,1000.0,Petrol,1.5,Front,Automatic,4/5,Right-hand drive,Silver,False,2800,True
HONDA,FIT,2003,Sedan,155000.0,Petrol,1.3,Front,Automatic,4/5,Right-hand drive,Blue,False,2200,True
BMW,528,2012,Sedan,57000.0,Petrol,2.0,Rear,Tiptronic,4/5,Left wheel,Black,True,11500,False
FORD,Fusion,2017,Sedan,204200.0,Plug-in Hybrid,2.0,Front,Automatic,4/5,Left wheel,White,True,9800,True
HYUNDAI,Sonata,2012,Sedan,78000.0,Petrol,2.4,Front,Tiptronic,4/5,Left wheel,Black,True,5200,False
TOYOTA,Prius C,2014,Hatchback,77000.0,Hybrid,1.3,Front,Variator,4/5,Left wheel,Silver,False,5200,True
BMW,X6,2012,Jeep,109965.0,Petrol,4.4,4x4,Automatic,4/5,Left wheel,Black,True,3900,False
KIA,Optima,2016,Sedan,52000.0,Petrol,2.4,Front,Tiptronic,4/5,Left wheel,White,True,9500,False
SUBARU,Forester CrossSport,2006,Universal,150000.0,Petrol,2.0,4x4,Tiptronic,4/5,Right-hand drive,White,True,5000,True
SUBARU,Impreza,2007,Hatchback,197000.0,Petrol,2.0,4x4,Tiptronic,4/5,Right-hand drive,Silver,False,3500,True
KIA,Optima,2013,Sedan,127000.0,Hybrid,2.4,Front,Tiptronic,4/5,Left wheel,Black,True,5600,True
BMW,X6,2011,Jeep,135800.0,Petrol,4.4,4x4,Automatic,4/5,Left wheel,Black,True,1650,False
KIA,Optima,2014,Sedan,75600.0,Petrol,2.4,Front,Tiptronic,4/5,Left wheel,Grey,False,6500,True
BMW,X6,2011,Jeep,135365.0,Petrol,3.0,4x4,Automatic,4/5,Left wheel,Black,True,2150,False
BMW,X6,2011,Jeep,164269.0,Petrol,3.0,4x4,Automatic,4/5,Left wheel,White,True,1600,False
BMW,X6,2019,Jeep,15061.0,Petrol,3.0,4x4,Automatic,4/5,Left wheel,White,True,29000,False
TOYOTA,Camry,2010,Sedan,110000.0,Petrol,2.5,Front,Tiptronic,4/5,Left wheel,White,False,4300,False
BMW,X5,2015,Jeep,112341.0,Diesel,3.0,4x4,Automatic,4/5,Left wheel,Grey,True,1100,False
LEXUS,NX 300,2018,Jeep,25600.0,Petrol,2.0,Front,Tiptronic,>5,Left wheel,White,True,29000,False
BMW,535,2014,Sedan,98368.0,Diesel,3.0,4x4,Automatic,4/5,Left wheel,White,True,4100,False
TOYOTA,Camry,2012,Sedan,91000.0,Petrol,2.5,Front,Automatic,4/5,Left wheel,Black,True,7600,False
BMW,X5,2013,Jeep,238618.0,Diesel,3.0,4x4,Automatic,4/5,Left wheel,Black,True,6000,False
BMW,325 i,2003,Sedan,190000.0,Petrol,2.5,Rear,Tiptronic,4/5,Left wheel,Black,True,3800,True
BMW,535,2014,Sedan,83600.0,Diesel,3.0,Rear,Automatic,4/5,Left wheel,Black,True,8200,False
BMW,X5,2012,Jeep,225384.0,Diesel,3.0,4x4,Automatic,4/5,Left wheel,Silver,True,7600,False
BMW,328,2016,Goods wagon,65266.0,Diesel,2.0,4x4,Automatic,4/5,Left wheel,Blue,True,4700,False
BMW,X5,2009,Jeep,173320.0,Diesel,3.0,4x4,Automatic,4/5,Left wheel,White,True,1100,False
NISSAN,Juke,2012,Jeep,139200.0,Petrol,1.6,Front,Tiptronic,4/5,Left wheel,Black,True,4900,False
MERCEDES-BENZ,CLS 350,2006,Sedan,128000.0,Petrol,3.5,Rear,Tiptronic,4/5,Left wheel,Black,True,7500,True
BMW,X5,2012,Jeep,110395.0,Diesel,3.0,4x4,Automatic,4/5,Left wheel,Grey,True,2150,False
HONDA,Civic,2003,Sedan,242000.0,Petrol,1.7,Front,Variator,4/5,Right-hand drive,Silver,False,1700,True
TOYOTA,Prius,2014,Hatchback,76000.0,Hybrid,1.8,Front,Automatic,4/5,Left wheel,White,False,6750,True
HYUNDAI,Elantra GT,2013,Hatchback,75000.0,Petrol,1.8,Front,Automatic,4/5,Left wheel,White,False,3530,False
BMW,X5,2004,Jeep,250000.0,Petrol,4.8,4x4,Tiptronic,4/5,Left wheel,Silver,True,6550,True
NISSAN,X-Terra,2010,Jeep,138858.0,Petrol,4.0,4x4,Automatic,4/5,Left wheel,Black,False,5800,False
BMW,X5,2011,Jeep,332243.0,Diesel,3.0,4x4,Automatic,4/5,Left wheel,Black,True,5600,False
BMW,X5,2011,Jeep,192382.0,Diesel,3.0,4x4,Automatic,4/5,Left wheel,Silver,True,2200,False
TOYOTA,Prius C,2014,Hatchback,104000.0,Hybrid,1.5,Front,Variator,4/5,Left wheel,White,False,3800,True
BMW,328,2015,Sedan,75096.0,Diesel,2.0,4x4,Automatic,4/5,Left wheel,Grey,True,1600,False
FORD,Focus,2014,Hatchback,13000.0,Petrol,2.0,Front,Manual,4/5,Left wheel,White,False,4500,False
TOYOTA,RAV 4,2008,Jeep,150000.0,Diesel,2.2,4x4,Manual,4/5,Left wheel,Grey,False,8000,True
TOYOTA,Prius,2010,Hatchback,81000.0,Hybrid,1.8,Front,Variator,4/5,Left wheel,Silver,False,5200,True
MAZDA,CX-7 MZR,2009,Jeep,235200.0,Petrol,2.3,Front,Tiptronic,4/5,Left wheel,Grey,False,5000,True
NISSAN,Juke,2012,Jeep,109000.0,Petrol,1.6,Front,Tiptronic,4/5,Left wheel,Grey,False,5600,False
BMW,535,2011,Sedan,151099.0,Petrol,3.0,4x4,Automatic,4/5,Left wheel,Brown,True,2500,False
NISSAN,X-Terra,2012,Jeep,138965.0,Petrol,4.0,4x4,Automatic,4/5,Left wheel,Black,False,5900,False
BMW,X5,2013,Jeep,72176.0,Petrol,3.0,4x4,Automatic,4/5,Left wheel,Black,True,4050,False
NISSAN,X-Trail 4X4,2008,Jeep,150000.0,Petrol,2.5,Front,Variator,4/5,Right-hand drive,White,True,4300,True
MERCEDES-BENZ,ML 320,2003,Jeep,227200.0,Petrol,3.2,4x4,Tiptronic,4/5,Left wheel,Black,True,3800,True
BMW,740,2016,Sedan,68530.0,Petrol,3.0,Rear,Automatic,4/5,Left wheel,Black,True,6100,False
BMW,740,2016,Sedan,68530.0,Petrol,3.0,Rear,Automatic,4/5,Left wheel,Black,True,6100,False
TOYOTA,Camry,2012,Sedan,178700.0,Hybrid,2.5,Front,Tiptronic,4/5,Left wheel,White,False,4246,False
LEXUS,GS 350,2013,Sedan,56000.0,Petrol,3.5,Rear,Tiptronic,4/5,Left wheel,Black,True,23300,True
FORD,Fusion,2010,Sedan,288000.0,Hybrid,2.5,Front,Variator,4/5,Left wheel,Black,True,4500,True
VOLKSWAGEN,GTI,2012,Hatchback,142302.0,Petrol,2.0,Front,Manual,4/5,Left wheel,Black,True,3400,False
FORD,Fusion,2016,Sedan,44445.0,Plug-in Hybrid,2.0,Front,Automatic,4/5,Left wheel,Silver,True,12900,False
TOYOTA,Camry,2014,Sedan,108000.0,Petrol,2.5,Front,Tiptronic,4/5,Left wheel,Black,True,7800,False
TOYOTA,Camry,2014,Sedan,66000.0,Petrol,2.5,Front,Tiptronic,4/5,Left wheel,Black,True,7800,False
BMW,X5,2002,Jeep,180000.0,Petrol,4.4,4x4,Tiptronic,4/5,Left wheel,Black,True,4500,True
BMW,328,2012,Sedan,112210.0,Petrol,2.0,Rear,Automatic,4/5,Left wheel,Blue,True,2300,False
KIA,Optima,2013,Sedan,118400.0,Petrol,2.0,Front,Automatic,4/5,Left wheel,Red,True,6994,False
MERCEDES-BENZ,E 220,2001,Sedan,297000.0,Diesel,2.2,Rear,Manual,4/5,Left wheel,Silver,False,3435,True
BMW,M4,2016,Coupe,62194.0,Petrol,3.0,Rear,Automatic,2/3,Left wheel,Blue,True,14200,False
BMW,X5,2018,Jeep,57282.0,Diesel,3.0,4x4,Automatic,4/5,Left wheel,Black,True,5200,False
HYUNDAI,Elantra GT,2013,Hatchback,133280.0,Petrol,1.8,Front,Tiptronic,4/5,Left wheel,Black,False,6900,True
HYUNDAI,Accent,2016,Sedan,80000.0,Petrol,1.6,Front,Tiptronic,4/5,Left wheel,White,False,6800,True
FORD,Transit,2003,Microbus,289000.0,Diesel,2.0,Front,Manual,4/5,Left wheel,White,False,3900,True
BMW,X1,2017,Jeep,21803.0,Petrol,2.0,4x4,Automatic,4/5,Left wheel,Grey,True,3500,False
